"study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_an","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_evs5","mm_mode_fu_evs5","mm_matrix_group_evs5","mm_fw_start_fu_evs5","mm_fw_end_fu_evs5","mm_year_fu_evs5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_evs5","mm_v278a_fu_r_evs5","mm_v279a_fu_r_evs5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","a001","a002","a003","a004","a005","a006","a008","a009","a170","a173","a027","a029","a030","a032","a034","a035","a038","a039","a040","a041","a042","a065","a066","a067","a068","a071","a072","a074","a078","a079","a080_01","a080_02","a124_02","a124_03","a124_06","a124_08","a124_09","a165","b008","c001","c001_01","c002","c002_01","d081","d026_03","d026_05","c038","c039","c041","d001_b","g007_18_b","g007_33_b","g007_34_b","g007_35_b","g007_36_b","d054","d059","d060","d061","d078","e001","e002","e003","e004","y002","e012","e015","e018","e023","e025","e026","e027","e028","e033","e035","e036","e037","e039","e069_01","e069_02","e069_04","e069_05","e069_06","e069_07","e069_08","e069_18a","e069_18","e069_11","e069_12","e069_13","e069_14","e069_17","e069_20","e111_01","e114","e115","e116","e117","e179_wvs7","e181_evs5","e224","e225","e226","e227","e228","e229","e233","e233a","e233b","e235","e236","e263","e264","e265_01","e265_02","e265_03","e265_04","e265_05","e265_06","e265_07","e265_08","f025","f028","f028b_wvs7","f066_evs5","f034","f050","f051","f053","f054","f063","f114a","f115","f116","f117","f118","f119","f120","f121","f122","f123","f132","e290","f144_02","g005","g006","g052","g062","g063","g255","g256","g257","h009","h010","h011","x001","x002","x003","x003r","x003r2","g027a","x002_02a","x002_02b","v002","v002a","v002a_01","v001","v001a","v001a_01","x007","x026_01","x011","x013","x025a_01","x025r","w002a_01","w002r","v004am_01","v004rm","v004af_01","v004rf","x028","w003","x052","x035_evs5","x036e_wvs7","v097ef","w005_evs5","w006e_wvs7","x047_wvs7","x047e_evs5"
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720021,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,53,16.44,17.37,20170501,-4,-4,-4,128,"en",0.795735246,125231.12481,0.385208,"-4","-4",840038,-5,2,1,1,2,1,2,2,2,3,5,7,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,2,3,3,-4,2,-4,3,3,3,2,2,2,1,2,1,2,2,2,2,4,4,2,4,1,2,3,2,2,1,3,2,1,2,2,1,2,2,5,5,8,4,2,2,3,3,2,3,3,3,-4,4,3,3,2,2,2,1,1,2,4,1,840002,-4,4,1,2,3,1,2,10,3,4,10,3,4,4,1,-2,2,2,3,1,2,4,5,2,1,-4,1,1,1,1,1,10,1,1,1,1,7,1,5,8,8,6,1,1,8,0,2,4,3,3,2,3,2,1,2,4,2,1980,37,3,2,2,356,"IN",-1,356,"IN",-1,356,"IN",1,1,2,4,8,3,8,3,3,2,7,3,7,1,1,-4,-3,1,-4,1,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720022,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,34,16.08,16.42,20170516,-4,-4,-4,128,"en",0.281448557,125231.12481,0.385208,"-4","-4",840033,4,2,1,1,1,4,2,2,1,2,9,9,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,-4,2,-4,2,3,3,3,1,4,2,2,2,2,2,2,3,3,3,3,3,3,1,3,4,2,0,1,2,4,1,2,2,3,5,7,1,1,1,3,3,4,4,2,4,4,2,-4,3,4,3,2,2,1,3,4,2,4,3,840002,-4,1,1,10,1,1,1,10,1,1,3,5,3,1,2,3,2,2,4,2,2,4,0,8,1,-4,2,1,1,0,0,10,1,4,5,5,10,10,10,10,6,1,7,1,8,1,3,4,2,2,2,2,2,3,4,4,2,1991,26,2,1,1,840,"US",1,840,"US",1,840,"US",2,1,0,2,6,3,-1,-1,3,2,3,2,1,2,2,-4,5,5,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720023,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,23,23.29,20170511,-4,-4,-4,128,"en",1.225215762,125231.12481,0.385208,"-4","-4",840006,4,1,1,1,2,1,1,1,1,1,10,10,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,3,2,-4,2,-4,1,3,3,3,2,2,1,2,2,2,1,1,3,4,4,4,4,3,1,4,2,3,1,2,3,1,1,1,1,2,2,1,7,10,3,3,2,2,2,2,4,2,3,-4,4,3,4,1,2,2,1,4,2,4,1,840002,-4,7,1,8,8,3,10,10,2,2,10,3,1,1,2,3,3,4,2,2,1,3,4,3,3,-4,1,1,1,0,0,7,3,1,1,1,10,6,6,7,4,2,4,6,6,1,1,5,1,1,1,1,1,3,4,4,1,1958,59,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,1,2,8,3,8,3,7,3,8,3,1,3,1,-4,1,1,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720024,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,40,15.48,16.29,20170509,-4,-4,-4,128,"en",1.083349101,125231.12481,0.385208,"-4","-4",840022,3,2,1,2,3,3,1,1,2,2,8,10,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,1,1,3,-4,1,-4,2,4,4,3,3,4,1,2,1,2,2,2,2,3,3,3,3,2,3,2,1,2,0,2,1,3,1,2,2,2,5,4,4,4,5,2,1,3,2,1,3,3,2,-4,3,3,3,2,1,2,2,2,2,4,2,-2,-4,8,5,9,7,7,5,8,3,5,8,2,3,3,1,3,2,1,3,2,1,3,8,7,1,-4,1,1,-2,-2,1,10,1,1,2,1,5,5,5,5,5,5,1,1,5,1,2,3,2,3,1,1,1,1,4,3,2,1963,54,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,3,2,3,2,2,1,3,2,2,1,3,3,2,-4,4,4,-4,4,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720025,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,11.15,11.43,20170501,-4,-4,-4,128,"en",0.377800466,125231.12481,0.385208,"-4","-4",840006,4,2,2,1,1,2,2,1,2,2,8,8,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,2,-4,2,-4,3,5,2,2,2,2,2,2,1,2,1,1,2,4,4,4,4,1,3,4,2,3,0,1,2,1,1,1,1,2,6,6,1,1,5,2,2,3,3,1,4,3,2,-4,4,4,3,2,2,2,5,3,1,4,2,840004,-4,1,1,10,1,1,10,10,1,1,10,6,1,1,2,1,1,3,3,2,1,4,2,1,3,-4,2,1,1,1,0,9,1,1,1,1,10,7,4,7,3,1,5,1,2,1,2,4,3,2,2,1,3,3,4,4,2,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",3,1,0,1,6,3,-3,-3,6,3,8,3,1,-3,2,-4,1,1,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720026,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,7.53,16.2,20170516,-4,-4,-4,128,"en",0.691404389,125231.12481,0.385208,"-4","-4",840025,3,2,1,2,3,2,2,1,2,2,9,10,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,-4,2,-4,3,4,2,3,2,2,1,2,1,2,1,1,2,3,4,3,4,1,2,2,3,2,1,3,1,2,1,2,2,2,7,7,4,5,1,1,1,2,3,1,3,2,3,-4,2,3,2,2,2,3,6,4,3,4,2,840001,-4,8,1,10,2,1,10,7,1,4,9,9,2,1,1,3,4,3,2,2,2,4,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,2,1,1,6,3,3,1,1,3,1,2,4,2,2,2,2,2,1,3,2,2,1965,52,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,4,2,8,3,3,2,2,1,1,8,2,-4,1,6,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720027,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,22,11.21,11.44,20170501,-4,-4,-4,128,"en",0.280990989,125231.12481,0.385208,"-4","-4",840012,3,2,1,2,1,2,1,3,2,2,8,8,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,-4,1,-4,3,3,3,2,2,3,1,2,2,3,2,2,2,3,4,2,3,2,3,4,1,2,1,2,1,2,1,2,2,3,8,10,1,1,1,3,1,4,4,2,4,4,3,-4,3,4,3,4,3,3,5,2,3,4,3,840001,-4,4,1,8,7,3,5,10,1,8,9,6,2,2,2,2,2,4,4,4,3,2,0,7,3,-4,2,1,1,0,1,5,1,3,1,1,8,6,6,7,5,1,7,1,8,1,2,3,2,3,1,1,2,2,2,2,1,1962,55,5,3,1,840,"US",1,840,"US",1,840,"US",3,1,2,1,4,2,-3,-3,3,2,3,2,1,-3,1,-4,6,6,-4,-3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720028,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,31,12.14,12.45,20170428,-4,-4,-4,128,"en",0.31594114,125231.12481,0.385208,"-4","-4",840022,-5,2,1,1,1,1,1,1,3,3,10,9,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,-4,1,-4,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1,2,2,2,2,9,9,2,9,2,2,2,2,2,3,3,2,-4,2,3,2,2,3,2,10,1,2,2,2,840006,-4,8,6,9,9,9,9,10,10,10,10,10,2,2,2,2,2,2,2,1,2,2,1,1,3,-4,2,1,1,1,1,10,8,9,9,9,9,9,9,9,9,9,8,9,9,1,2,5,1,4,3,2,2,2,2,2,1,1993,24,1,1,1,840,"US",1,840,"US",0,840,"US",6,1,0,1,5,3,-3,-3,4,2,4,2,1,-3,2,-4,3,3,-4,-3,9,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720029,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,61,12.36,13.38,20170428,-4,-4,-4,128,"en",1.440908608,125231.12481,0.385208,"-4","-4",840021,-5,1,1,1,1,1,4,3,2,1,9,9,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,2,-4,3,-4,2,4,2,3,3,4,1,2,2,2,2,2,2,4,4,4,4,1,2,4,2,3,1,2,3,1,1,1,1,2,4,5,5,7,3,3,2,2,3,2,3,2,2,-4,3,3,3,2,1,2,6,4,3,4,1,840002,-4,6,1,10,6,1,10,10,1,6,10,7,2,1,1,4,4,4,1,1,3,3,0,8,7,-4,2,1,0,0,0,5,1,3,1,1,10,3,6,7,6,7,8,3,2,1,2,4,1,1,1,1,1,1,4,2,1,1949,68,6,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,8,3,6,3,4,2,6,3,4,3,1,-4,-3,2,-4,4,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720030,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,42,20.41,21.24,20170502,-4,-4,-4,128,"en",8.42503161,125231.12481,0.385208,"-4","-4",840038,-5,1,1,1,2,1,2,3,2,2,8,8,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,-4,3,-4,1,3,3,4,3,4,1,2,1,2,1,1,2,4,4,3,4,3,1,2,4,3,1,1,2,2,1,2,2,2,4,4,3,8,3,2,1,1,1,1,3,2,2,-4,4,2,2,1,1,1,4,4,2,4,1,840002,-4,7,1,10,4,2,10,10,3,1,10,7,1,1,1,4,4,3,1,2,3,3,9,7,7,-4,2,0,0,0,0,4,1,1,1,1,10,1,6,5,10,6,4,4,7,1,2,4,1,2,3,3,1,2,2,2,2,1962,55,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,6,3,8,3,6,3,6,3,5,1,2,-4,-3,1,-4,1,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720031,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,75,21.12,22.28,20170502,-4,-4,-4,128,"en",0.291954699,125231.12481,0.385208,"-4","-4",840025,-5,3,1,2,2,3,2,1,2,2,8,8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,3,4,3,2,2,3,1,2,1,3,2,2,1,3,3,4,3,2,1,1,4,2,0,1,1,3,2,2,2,2,-2,5,4,4,5,2,2,3,3,2,3,3,3,-4,3,4,3,3,2,3,5,4,4,3,3,840001,-4,5,5,5,5,5,5,5,5,5,3,5,3,2,-2,-2,1,2,3,3,2,2,9,1,1,-4,1,1,1,1,1,10,4,5,1,1,1,1,1,4,1,1,1,1,5,1,2,3,3,3,2,3,3,2,3,2,2,1994,23,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,4,5,3,-3,-3,3,2,4,2,1,-3,2,-4,11,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720032,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,53,20.39,21.32,20170501,-4,-4,-4,128,"en",0.355827051,125231.12481,0.385208,"-4","-4",840013,-5,2,1,2,2,2,3,1,2,2,9,10,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,2,-4,1,-4,3,4,4,1,4,4,1,2,1,3,2,2,2,2,3,2,2,1,2,1,4,2,1,2,1,1,1,1,2,3,7,7,1,3,1,1,1,3,2,1,2,3,3,-4,1,3,1,3,2,3,9,4,4,4,2,840001,-4,4,3,10,2,1,6,10,1,10,8,9,1,1,2,3,2,3,4,2,3,4,1,2,1,-4,1,1,1,1,1,10,6,4,4,1,7,3,2,7,2,3,3,2,8,1,1,3,2,3,1,3,1,2,3,3,1,1958,59,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,7,3,5,3,6,3,8,3,2,2,2,-4,1,1,-4,5,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720033,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,14.33,20.38,20170501,-4,-4,-4,128,"en",0.629904542,125231.12481,0.385208,"-4","-4",840049,3,2,1,2,2,3,2,3,2,2,9,8,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,2,-4,1,-4,1,3,2,4,3,3,2,3,2,3,2,2,1,3,3,3,3,1,2,3,1,1,0,1,2,2,1,2,2,3,5,2,6,3,4,3,2,2,3,1,4,4,3,-4,3,4,3,3,2,2,5,2,3,3,2,840004,-4,7,1,9,2,6,5,8,2,5,6,6,2,1,1,3,2,3,2,1,1,3,0,4,3,-4,1,1,1,1,1,8,3,5,2,2,10,7,9,9,9,9,9,2,9,1,1,3,3,3,2,2,2,2,2,2,2,1986,31,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,6,3,4,2,6,3,3,2,1,1,2,-4,1,6,-4,6,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720034,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,36,9.41,10.18,20170502,-4,-4,-4,128,"en",2.659696266,125231.12481,0.385208,"-4","-4",840047,4,1,1,1,2,2,2,3,2,2,7,7,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,-4,1,-4,4,3,3,2,2,3,1,2,1,3,2,2,3,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,9,6,2,3,1,2,1,4,3,2,2,2,3,-4,2,2,3,4,3,3,4,1,2,3,1,840001,-4,5,4,10,4,6,7,8,4,8,9,7,2,1,2,3,1,3,4,2,2,3,0,6,7,-4,1,1,1,0,1,7,1,2,1,1,1,3,1,6,7,1,4,2,1,1,1,2,2,3,2,2,2,1,3,2,1,1950,67,6,3,1,840,"US",1,840,"US",1,840,"US",3,1,2,3,5,3,-3,-3,3,2,3,2,1,-3,1,-4,-2,9,-4,-3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720035,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,9.25,10.03,20170509,-4,-4,-4,128,"en",0.359669018,125231.12481,0.385208,"-4","-4",840033,4,2,1,2,2,3,2,3,2,2,7,8,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,-4,1,-4,3,3,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,2,1,1,2,2,1,2,1,2,2,3,3,3,8,5,5,10,1,2,1,3,3,3,4,3,3,-4,4,3,3,3,3,2,5,2,2,2,2,840002,-4,3,5,4,5,5,4,5,5,6,5,5,3,2,3,3,2,4,4,2,4,3,-2,7,1,-4,1,1,1,1,1,10,3,4,1,1,1,1,4,1,1,1,4,1,6,1,2,3,2,3,3,3,2,3,4,1,2,1981,36,3,2,1,840,"US",1,840,"US",1,840,"US",2,1,3,5,3,2,3,2,3,2,2,1,1,1,2,-4,-1,1,-4,-1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720036,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,17.55,18.39,20170502,-4,-4,-4,128,"en",0.542463814,125231.12481,0.385208,"-4","-4",840012,3,2,1,1,2,3,2,1,1,2,6,8,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,2,1,2,-4,1,-4,4,3,2,2,2,2,1,2,1,3,2,2,2,3,4,3,3,2,1,1,3,1,1,2,1,3,2,3,2,3,6,5,5,5,5,1,1,3,3,1,3,3,3,-4,3,3,3,3,3,3,6,3,3,3,2,5,-4,5,4,10,5,5,8,10,5,7,10,8,1,1,1,3,2,2,3,2,2,4,2,2,1,-4,1,1,1,1,1,10,3,5,1,1,3,1,2,4,5,3,1,1,7,1,2,3,2,3,1,1,2,3,3,3,1,1994,23,1,1,1,840,"US",1,840,"US",1,840,"US",6,1,0,6,4,2,-3,-3,6,3,6,3,2,-3,2,-4,9,1,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720037,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,54,16.24,17.19,20170515,-4,-4,-4,128,"en",0.411098473,125231.12481,0.385208,"-4","-4",840023,3,2,1,1,1,4,1,3,1,2,8,7,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,2,-4,3,3,4,3,2,3,2,2,2,3,2,2,2,4,4,3,4,2,1,2,1,2,1,3,1,4,1,2,3,2,6,7,8,2,4,3,1,4,3,1,2,2,3,-4,2,3,2,3,1,2,6,4,2,4,4,840001,-4,6,4,4,6,7,5,3,3,8,4,6,1,1,3,2,1,2,4,3,2,3,0,7,5,-4,1,1,1,1,1,7,1,1,1,1,8,1,10,8,8,1,8,1,9,1,1,2,2,3,1,1,1,1,2,1,1,1969,48,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,3,4,2,4,2,3,2,4,2,1,1,2,-4,6,1,-4,3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720038,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,24,22.24,22.48,20170501,-4,-4,-4,128,"en",1.328193309,125231.12481,0.385208,"-4","-4",840033,4,2,1,1,2,4,1,1,2,2,8,9,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,-4,1,-4,4,4,2,2,3,2,1,2,1,2,2,2,2,3,3,3,2,2,1,2,1,2,1,2,2,3,1,3,2,3,8,5,5,6,4,2,2,3,3,2,2,2,2,-4,2,3,2,3,2,1,7,3,2,2,3,840001,-4,5,6,6,5,6,7,9,5,6,8,8,3,1,1,2,1,3,2,1,3,3,2,1,1,-4,1,1,1,1,1,10,1,1,1,2,1,1,1,3,2,1,1,1,3,1,2,3,3,2,1,2,2,2,3,2,2,1996,21,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,3,6,3,-3,-3,7,3,7,3,-2,-3,-2,-4,-3,1,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720039,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,32,12.1,12.43,20170503,-4,-4,-4,128,"en",2.669700839,125231.12481,0.385208,"-4","-4",840033,3,2,1,1,1,1,1,1,2,2,8,9,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,2,1,2,-4,3,-4,1,3,3,3,3,4,2,2,2,3,2,2,1,4,4,4,4,2,1,2,3,2,1,3,3,2,1,2,1,2,5,1,1,10,4,2,2,2,3,3,3,3,3,-4,3,3,3,3,3,3,5,3,3,3,3,840002,-4,10,5,7,8,5,5,10,8,10,5,5,1,1,2,2,2,2,3,3,2,2,0,2,1,-4,1,1,1,1,1,10,5,5,5,5,5,5,5,5,5,2,5,1,3,1,3,3,3,3,2,3,3,4,4,4,2,1970,47,4,2,1,840,"US",1,840,"US",1,840,"US",6,1,3,3,6,3,-3,-3,5,3,5,3,1,-3,1,-4,1,5,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720040,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,44,21.04,21.49,20170502,-4,-4,-4,128,"en",2.020893317,125231.12481,0.385208,"-4","-4",840035,3,2,1,2,2,3,2,1,2,2,7,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,3,2,-4,3,-4,3,4,3,3,2,4,2,2,2,2,2,2,2,3,3,3,3,1,2,1,3,1,0,2,1,3,2,3,3,3,5,5,5,7,4,3,-2,3,3,2,3,3,3,-4,-2,-2,3,2,2,4,5,4,3,3,-2,-2,-4,5,2,10,5,6,10,10,3,9,-2,5,3,3,2,2,2,3,2,2,3,3,1,2,3,-4,2,1,0,1,0,8,1,2,1,1,5,1,1,4,3,2,1,2,5,1,-2,3,2,2,1,2,2,2,3,3,2,1961,56,5,3,1,840,"US",1,840,"US",1,840,"US",3,2,1,3,4,2,-3,-3,3,2,2,1,1,-3,2,-4,1,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720041,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,9,9.43,20170504,-4,-4,-4,128,"en",3.569834621,125231.12481,0.385208,"-4","-4",840010,-5,2,1,1,1,2,1,1,2,2,10,8,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,-4,2,-4,2,3,3,2,2,4,2,3,2,3,2,2,2,3,3,4,3,2,1,1,2,2,0,2,1,2,2,2,2,2,5,2,2,2,5,3,2,3,3,2,3,2,4,-4,3,3,3,3,2,3,4,3,3,3,2,840002,-4,2,3,3,5,6,2,10,9,3,10,10,1,1,2,3,3,2,2,2,2,3,0,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,3,6,4,3,5,1,3,1,1,4,3,3,2,2,3,3,4,4,2,1969,48,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,5,7,3,5,3,3,2,3,2,1,3,3,-4,2,9,-4,5,9,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840720042,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,241,16.39,20.4,20170515,-4,-4,-4,128,"en",1.108815232,125231.12481,0.385208,"-4","-4",840032,-5,2,1,2,2,2,2,3,2,2,8,8,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,1,-4,3,4,3,3,2,4,2,2,2,3,3,3,3,3,3,3,3,1,3,4,2,3,0,2,2,2,1,1,1,2,5,4,3,7,4,2,1,2,1,2,3,2,3,-4,3,4,3,2,2,2,2,4,2,4,2,840002,-4,6,1,10,10,1,10,10,2,2,9,7,1,1,1,1,2,4,2,1,1,4,1,2,8,-4,2,0,0,0,0,2,1,1,1,1,5,4,5,5,5,1,10,1,6,1,1,3,2,3,1,2,2,2,3,4,1,1960,57,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,4,2,4,2,3,2,2,1,1,1,2,-4,7,2,-4,1,5,-4
